Student_ID,Age,Gender,Region,Subject,App_Login_Count,Video_Completion_Rate,Study_Hours_Per_Week,Percentage,Engagement_Level,Engagement_Score,Risk_Reason
S13431,17,Female,Mansoura,Math,14,11.37,10.85,41.0,Low,17.95,Low engagement and below-average academic performance
S13433,16,Male,Cairo,Computer Science,20,59.18,5.41,65.3,Low,44.96,Low engagement and below-average academic performance
S13435,15,Female,Aswan,Science,14,43.3,6.88,73.9,Low,32.32,Low engagement and below-average academic performance
S13442,22,Female,Assiut,Math,17,44.52,8.03,53.04,Low,35.62,Low engagement and below-average academic performance
S13445,18,Female,Assiut,Computer Science,10,60.57,7.9,71.67,Low,36.42,Low engagement and below-average academic performance
S13447,17,Female,Cairo,Arabic,18,52.7,2.11,47.01,Low,40.22,Low engagement and below-average academic performance
S13450,17,Female,Cairo,Science,16,61.31,10.96,70.53,Low,42.26,Low engagement and below-average academic performance
S13451,19,Female,Mansoura,Arabic,25,38.83,6.22,71.14,Low,40.39,Low engagement and below-average academic performance
S13452,17,Female,Assiut,Science,15,59.69,5.48,67.68,Low,40.61,Low engagement and below-average academic performance
S13455,19,Female,Mansoura,Math,9,77.26,4.6,62.55,Low,43.02,Low engagement and below-average academic performance
S13457,15,Female,Mansoura,English,13,42.35,7.38,65.25,Low,30.97,Low engagement and below-average academic performance
S13458,22,Male,Cairo,Science,17,48.58,7.76,78.65,Low,37.44,Low engagement and below-average academic performance
S13460,17,Male,Assiut,Arabic,17,57.27,8.31,77.54,Low,41.35,Low engagement and below-average academic performance
S13469,22,Female,Alexandria,Computer Science,16,51.08,5.24,57.79,Low,37.65,Low engagement and below-average academic performance
S13473,21,Female,Giza,Science,19,58.94,8.18,77.24,Low,43.94,Low engagement and below-average academic performance
S13479,20,Female,Giza,Computer Science,17,52.12,4.87,60.91,Low,39.04,Low engagement and below-average academic performance
S13483,18,Female,Cairo,English,16,25.23,3.63,69.62,Low,26.02,Low engagement and below-average academic performance
S13484,21,Female,Giza,English,13,68.29,6.79,68.46,Low,42.65,Low engagement and below-average academic performance
S13488,19,Female,Aswan,Science,12,46.76,8.92,69.18,Low,32.04,Low engagement and below-average academic performance
S13489,22,Male,Assiut,Science,21,42.34,7.14,76.21,Low,38.3,Low engagement and below-average academic performance
S13493,17,Female,Cairo,Arabic,10,54.99,12.56,69.41,Low,33.91,Low engagement and below-average academic performance
S13494,18,Male,Aswan,Math,14,48.96,4.49,75.01,Low,34.87,Low engagement and below-average academic performance
S13499,16,Female,Mansoura,Math,6,65.14,10.54,66.49,Low,34.81,Low engagement and below-average academic performance
S13500,16,Male,Alexandria,English,16,50.12,9.93,68.63,Low,37.22,Low engagement and below-average academic performance
S13511,21,Male,Mansoura,English,11,57.64,5.51,61.46,Low,36.02,Low engagement and below-average academic performance
S13512,21,Female,Assiut,Math,16,56.55,11.53,79.36,Low,40.11,Low engagement and below-average academic performance
S13516,22,Male,Cairo,Arabic,19,49.44,8.18,69.13,Low,39.66,Low engagement and below-average academic performance
S13524,22,Male,Alexandria,English,17,65.16,10.22,76.58,Low,44.91,Low engagement and below-average academic performance
S13526,22,Male,Assiut,Math,12,74.0,8.3,66.85,Low,44.3,Low engagement and below-average academic performance
S13532,20,Male,Alexandria,English,13,52.25,7.09,50.6,Low,35.43,Low engagement and below-average academic performance
S13537,18,Female,Alexandria,Arabic,16,61.18,8.48,73.71,Low,42.2,Low engagement and below-average academic performance
S13539,20,Female,Alexandria,English,19,55.14,11.28,75.26,Low,42.23,Low engagement and below-average academic performance
S13548,17,Male,Cairo,Computer Science,16,66.24,3.68,76.87,Low,44.47,Low engagement and below-average academic performance
S13550,18,Male,Assiut,English,21,40.47,12.98,73.82,Low,37.46,Low engagement and below-average academic performance
S13551,17,Male,Aswan,Arabic,14,60.81,7.04,49.54,Low,40.2,Low engagement and below-average academic performance
S13563,20,Female,Giza,Science,11,66.66,7.41,77.4,Low,40.08,Low engagement and below-average academic performance
S13567,22,Female,Aswan,Math,27,29.15,9.96,79.03,Low,37.87,Low engagement and below-average academic performance
S13571,19,Female,Aswan,English,19,41.0,5.86,70.25,Low,35.87,Low engagement and below-average academic performance
S13574,15,Female,Cairo,Computer Science,17,47.81,9.38,77.19,Low,37.1,Low engagement and below-average academic performance
S13578,15,Male,Alexandria,English,18,57.63,5.21,65.66,Low,42.43,Low engagement and below-average academic performance
S13582,19,Female,Mansoura,English,18,49.35,8.11,73.35,Low,38.71,Low engagement and below-average academic performance
S13584,21,Female,Mansoura,English,18,46.27,5.07,66.58,Low,37.32,Low engagement and below-average academic performance
S13597,18,Female,Alexandria,Math,13,61.81,7.7,76.09,Low,39.73,Low engagement and below-average academic performance
S13600,22,Female,Giza,Arabic,9,67.99,5.61,62.4,Low,38.85,Low engagement and below-average academic performance
S13602,22,Female,Mansoura,Science,18,57.81,4.44,61.25,Low,42.51,Low engagement and below-average academic performance
S13605,21,Female,Mansoura,English,20,23.08,11.94,79.69,Low,28.72,Low engagement and below-average academic performance
S13607,20,Male,Cairo,English,19,47.46,7.47,63.19,Low,38.77,Low engagement and below-average academic performance
S13609,17,Female,Mansoura,English,21,38.42,4.56,61.32,Low,36.54,Low engagement and below-average academic performance
S13612,15,Male,Aswan,Science,15,50.51,8.48,71.93,Low,36.48,Low engagement and below-average academic performance
S13614,18,Male,Giza,English,15,37.66,12.53,71.2,Low,30.7,Low engagement and below-average academic performance
S13616,18,Male,Giza,Math,12,60.72,5.9,73.41,Low,38.32,Low engagement and below-average academic performance
S13621,22,Male,Cairo,Computer Science,18,60.39,5.92,67.97,Low,43.68,Low engagement and below-average academic performance
S13625,20,Female,Cairo,Math,15,54.01,6.44,68.96,Low,38.05,Low engagement and below-average academic performance
S13627,15,Female,Assiut,Math,17,62.22,10.75,54.21,Low,43.58,Low engagement and below-average academic performance
S13629,16,Male,Alexandria,English,19,58.12,9.08,69.92,Low,43.57,Low engagement and below-average academic performance
S13630,22,Male,Alexandria,Science,21,40.97,11.34,79.76,Low,37.69,Low engagement and below-average academic performance
S13631,16,Female,Assiut,Science,12,62.77,7.43,76.47,Low,39.25,Low engagement and below-average academic performance
S13641,22,Female,Assiut,Arabic,15,50.16,5.96,55.79,Low,36.32,Low engagement and below-average academic performance
S13646,17,Female,Mansoura,Computer Science,11,75.06,4.75,75.88,Low,43.86,Low engagement and below-average academic performance
S13653,21,Male,Aswan,Math,19,34.46,10.37,78.7,Low,32.92,Low engagement and below-average academic performance
S13654,21,Female,Alexandria,Math,15,65.83,7.83,67.29,Low,43.37,Low engagement and below-average academic performance
S13659,20,Female,Giza,Science,22,54.98,7.39,78.31,Low,44.91,Low engagement and below-average academic performance
S13661,20,Male,Assiut,Science,16,65.67,12.71,75.53,Low,44.22,Low engagement and below-average academic performance
S13671,21,Male,Mansoura,Math,14,57.97,4.03,60.47,Low,38.92,Low engagement and below-average academic performance
S13677,17,Female,Cairo,English,19,58.47,13.32,79.9,Low,43.73,Low engagement and below-average academic performance
S13682,17,Male,Cairo,English,14,60.46,8.85,78.48,Low,40.04,Low engagement and below-average academic performance
S13684,18,Male,Alexandria,Math,15,36.49,5.93,65.13,Low,30.17,Low engagement and below-average academic performance
S13688,21,Female,Giza,Science,15,68.63,6.42,68.72,Low,44.63,Low engagement and below-average academic performance
S13689,21,Female,Mansoura,Arabic,24,40.91,2.74,70.45,Low,40.41,Low engagement and below-average academic performance
S13695,16,Female,Aswan,Science,14,60.72,7.63,59.15,Low,40.16,Low engagement and below-average academic performance
S13697,17,Male,Assiut,Math,13,58.15,10.95,71.16,Low,38.08,Low engagement and below-average academic performance
S13699,20,Female,Giza,Science,13,54.08,8.03,68.86,Low,36.25,Low engagement and below-average academic performance
S13705,20,Male,Mansoura,English,12,46.49,9.11,57.64,Low,31.92,Low engagement and below-average academic performance
S13709,18,Female,Assiut,Computer Science,23,50.82,5.6,66.77,Low,43.95,Low engagement and below-average academic performance
S13710,15,Female,Assiut,Computer Science,23,42.81,9.89,80.27,Low,40.35,Low engagement and below-average academic performance
S13711,18,Female,Mansoura,English,12,43.44,5.1,58.94,Low,30.55,Low engagement and below-average academic performance
S13713,18,Male,Cairo,Math,14,56.14,10.62,69.27,Low,38.1,Low engagement and below-average academic performance
S13714,16,Female,Cairo,Math,16,36.71,8.14,65.64,Low,31.19,Low engagement and below-average academic performance
S13716,16,Female,Giza,Science,19,58.3,10.48,66.14,Low,43.65,Low engagement and below-average academic performance
S13728,19,Female,Cairo,Math,12,55.59,8.68,73.75,Low,36.02,Low engagement and below-average academic performance
S13729,16,Female,Cairo,Math,15,68.23,11.42,70.33,Low,44.45,Low engagement and below-average academic performance
S13731,16,Female,Cairo,Arabic,17,63.33,3.29,73.61,Low,44.08,Low engagement and below-average academic performance
S13732,20,Female,Mansoura,Math,13,68.1,11.37,66.12,Low,42.56,Low engagement and below-average academic performance
S13734,20,Male,Giza,English,15,41.86,6.36,67.54,Low,32.59,Low engagement and below-average academic performance
S13739,16,Male,Aswan,Arabic,10,41.49,6.86,59.6,Low,27.84,Low engagement and below-average academic performance
S13742,16,Male,Aswan,Computer Science,18,29.7,9.09,78.73,Low,29.86,Low engagement and below-average academic performance
S13744,19,Male,Mansoura,Math,15,53.93,9.55,68.22,Low,38.02,Low engagement and below-average academic performance
S13745,19,Female,Alexandria,Computer Science,15,47.23,9.39,72.33,Low,35.0,Low engagement and below-average academic performance
S13747,15,Female,Mansoura,Computer Science,21,50.0,8.71,73.77,Low,41.75,Low engagement and below-average academic performance
S13748,19,Female,Alexandria,English,16,56.27,10.69,74.73,Low,39.99,Low engagement and below-average academic performance
S13750,19,Female,Cairo,Science,10,65.15,10.38,77.11,Low,38.48,Low engagement and below-average academic performance
S13751,15,Female,Aswan,English,17,54.72,7.37,66.71,Low,40.21,Low engagement and below-average academic performance
S13752,21,Male,Cairo,Math,20,55.76,3.25,67.11,Low,43.43,Low engagement and below-average academic performance
S13753,19,Male,Cairo,English,12,72.06,9.52,64.19,Low,43.43,Low engagement and below-average academic performance
S13755,19,Male,Assiut,Science,20,59.16,4.77,61.96,Low,44.96,Low engagement and below-average academic performance
S13757,21,Male,Aswan,Science,9,74.35,12.09,71.85,Low,41.71,Low engagement and below-average academic performance
S13759,18,Male,Mansoura,English,12,34.49,9.79,67.7,Low,26.52,Low engagement and below-average academic performance
S13762,15,Female,Assiut,Arabic,21,39.62,2.77,57.27,Low,37.08,Low engagement and below-average academic performance
S13765,17,Female,Mansoura,Science,22,46.6,10.97,72.02,Low,41.14,Low engagement and below-average academic performance
S13771,19,Male,Aswan,Arabic,19,33.89,6.72,56.45,Low,32.67,Low engagement and below-average academic performance
S13779,16,Female,Mansoura,Math,20,53.42,11.3,71.83,Low,42.37,Low engagement and below-average academic performance
S13780,20,Male,Alexandria,Computer Science,14,38.47,3.72,51.08,Low,30.14,Low engagement and below-average academic performance
S13781,16,Female,Alexandria,Arabic,13,40.14,7.45,78.38,Low,29.98,Low engagement and below-average academic performance
S13782,17,Male,Assiut,English,21,56.86,7.67,73.3,Low,44.84,Low engagement and below-average academic performance
S13791,16,Female,Mansoura,Arabic,13,69.78,7.03,79.97,Low,43.32,Low engagement and below-average academic performance
S13793,17,Male,Aswan,English,15,26.24,6.91,61.66,Low,25.56,Low engagement and below-average academic performance
S13798,21,Male,Cairo,Math,18,51.61,11.19,75.39,Low,39.72,Low engagement and below-average academic performance
S13808,16,Female,Cairo,Math,11,72.42,4.71,78.45,Low,42.67,Low engagement and below-average academic performance
S13809,15,Female,Cairo,Math,9,55.07,11.49,73.08,Low,33.03,Low engagement and below-average academic performance
S13819,20,Male,Cairo,Arabic,10,68.03,4.55,60.92,Low,39.78,Low engagement and below-average academic performance
S13821,21,Female,Mansoura,Arabic,19,41.55,5.96,72.95,Low,36.11,Low engagement and below-average academic performance
S13826,22,Male,Mansoura,Math,17,49.32,10.0,56.49,Low,37.78,Low engagement and below-average academic performance
S13829,20,Female,Assiut,Computer Science,15,19.15,10.78,71.77,Low,22.37,Low engagement and below-average academic performance
S13832,18,Male,Giza,Arabic,19,58.9,4.47,63.41,Low,43.92,Low engagement and below-average academic performance
S13835,16,Female,Assiut,Computer Science,12,56.43,10.13,68.53,Low,36.39,Low engagement and below-average academic performance
S13837,20,Female,Cairo,Arabic,16,23.09,7.24,67.6,Low,25.06,Low engagement and below-average academic performance
S13843,19,Female,Giza,Computer Science,15,63.12,6.48,58.84,Low,42.15,Low engagement and below-average academic performance
S13846,17,Female,Aswan,Computer Science,18,63.11,7.1,75.57,Low,44.9,Low engagement and below-average academic performance
S13848,21,Male,Aswan,Arabic,6,58.06,10.53,76.16,Low,31.63,Low engagement and below-average academic performance
S13851,21,Female,Aswan,Computer Science,14,51.11,6.12,79.67,Low,35.83,Low engagement and below-average academic performance
S13854,19,Female,Mansoura,Arabic,18,34.74,14.13,75.85,Low,32.13,Low engagement and below-average academic performance
S13858,22,Female,Alexandria,Math,17,50.17,11.15,80.26,Low,38.16,Low engagement and below-average academic performance
S13871,17,Female,Aswan,Math,17,25.75,9.01,45.85,Low,27.17,Low engagement and below-average academic performance
S13873,19,Female,Assiut,Math,16,55.29,4.69,62.6,Low,39.55,Low engagement and below-average academic performance
S13875,15,Male,Cairo,Science,7,68.81,6.06,62.27,Low,37.38,Low engagement and below-average academic performance
S13879,21,Male,Giza,Arabic,24,18.02,10.25,68.82,Low,30.11,Low engagement and below-average academic performance
